   50| 34217| 40| 73| 44|00241285       |250603
   50| 34217| 40| 73| 44|00241292       |250603
  270| 34250| 48| 78|132|20018453       |250603
 6116| 34250| 48| 78| 85|20018454       |250603
 5305| 34276| 47| 75| 85|797            |250603
 6116| 34352| 57| 61| 27|4226538        |250603
 5039| 34352| 57| 62| 27|4226566        |250603
 5039| 34352| 57| 62| 27|4226666        |250603
 5039| 34352| 57| 61| 27|4226633        |250603
 6116| 34352| 57| 61| 27|4226638        |250603
  238| 34352| 57| 61| 27|4226646        |250603
  238| 34352| 57| 62| 27|4226682        |250603
 5039| 34352| 57| 61| 27|4226737        |250603
 6116| 34352| 57| 61| 27|4226777        |250603
  238| 34352| 57| 61| 27|4226818        |250603
  238| 34352| 57| 61| 27|4226829        |250603
 5039| 34352| 57| 61| 27|4226855        |250603
 6116| 34352| 57| 61| 27|4226868        |250603
 5302| 54009| 51| 77|146|224385         |250603
 5302| 54009| 51| 77|146|224386         |250603
    9| 54158| 62| 99| 29|1035464        |250603
    9| 54158| 62| 99| 29|1034024        |250603
    9| 54158| 56| 68|  1|1034038        |250603
  245| 54158| 56| 68|  1|1034039        |250603
    9| 54158| 57| 62| 12|1034045        |250603
  245| 54158| 57| 62| 12|1034049        |250603
  245| 54158| 62| 99| 29|1034052        |250603
    9| 54158| 56| 68|  1|1034061        |250603
  245| 54158| 62| 99| 29|1035572        |250603
  245| 54158| 56| 63|  1|1035582        |250603
  245| 54158| 56| 63|  1|1035589        |250603
    9| 54158| 56| 63|  1|1035612        |250603
    9| 54158| 56| 63|  1|1035624        |250603
    9| 54158| 62| 99| 29|1034221        |250603
  245| 54158| 62| 99| 29|1034223        |250603
    9| 54158| 62| 99| 29|1034224        |250603
  245| 54158| 62| 99| 29|1034225        |250603
   50| 64008| 39| 69| 15|293336         |250603
 5308| 74002| 56| 63| 32|4850129591     |250603
  149| 74002| 56| 63| 32|5930129611     |250603
   95| 74002| 56| 63| 32|5950129621     |250603
  274| 74002| 56| 63| 32|4350130471     |250603
 1887| 74002| 56| 63| 32|4420130501     |250603
  134| 74002| 56| 63| 32|4660130541     |250603
 1425| 74002| 56| 63| 32|4670130551     |250603
   94| 74002| 56| 63| 32|9710130641     |250603
 5302| 74002| 56| 63| 32|9940130701     |250603
 1887| 74002| 56| 63| 32|4420130771     |250603
 5302| 74002| 56| 63| 32|9940130971     |250603
    9| 74002| 56| 63| 32|4470131591     |250603
 6113| 74002| 56| 63| 32|4510131601     |250603
  245| 74002| 56| 63| 32|9840131741     |250603
    1| 74002| 56| 63| 32|9860131751     |250603
   50| 74089| 27| 73| 36|221514         |250603
 5305| 84080| 70| 66|  1|38213953       |250603
 5311| 84080| 70| 66|  1|38213961       |250603
 5305| 84158| 63| 76| 23|8607729        |250603
 6116| 84158| 63| 76| 23|8607757        |250603
 6122| 84158| 63| 76| 23|8607758        |250603
 4537|104148| 41| 72|  7|153184         |250603
   50|104148| 41| 72|  7|153193         |250603
  149|104148| 41| 72|  7|153203         |250603
 1132|124354| 47| 74| 38|56             |250603
   46|124354| 47| 74| 38|1044           |250603
  134|134324| 27| 73|154|45498          |250603
  134|134324| 39| 69|198|45499          |250603
 1296|134324| 27| 73|154|45501          |250603
 1296|134324| 39| 69|198|45502          |250603
 6114|134324| 27| 73|154|45505          |250603
 6114|134324| 39| 69|198|45506          |250603
 6127|134324| 27| 73|154|45507          |250603
 6127|134324| 39| 69|198|45508          |250603
 6122|134324| 39| 69|198|45513          |250603
 6114|134324| 39| 69|198|45517          |250603
  134|134324| 27| 73|154|45518          |250603
 1296|134324| 27| 73|154|45523          |250603
  134|134324| 27| 73|154|45529          |250603
 6127|134324| 27| 73|154|45533          |250603
 5311|134324| 39| 69|198|45535          |250603
 6114|134324| 27| 73|154|45536          |250603
 1296|134324| 27| 73|154|45539          |250603
  238|134324| 27| 73|154|45540          |250603
  353|134324| 39| 69|198|45661          |250603
  238|134324| 27| 73|154|45663          |250603
  238|134324| 39| 69|198|45664          |250603
 6114|134324| 39| 69|198|45666          |250603
 1296|134324| 27| 73|154|45668          |250603
 6122|134324| 27| 73|154|45674          |250603
 5311|134324| 27| 73|154|45684          |250603
 4535|144030| 65| 65|347|27616          |250603
   32|144030| 65| 65|347|27617          |250603
 4535|144030|577| 96|322|27838          |250603
 5308|144030|577| 98|304|27674          |250603
 6121|144030|501| 61| 35|28375          |250603
 6121|144030|501| 61| 35|28377          |250603
 6121|144030|501| 61| 35|28379          |250603
 6121|144030|501| 61| 35|28381          |250603
 6121|144030|501| 61| 35|28383          |250603
   50|144030|577| 98|301|27673          |250603
    3|154058| 39| 71|167|4108           |250603
    6|154058| 39| 71|167|4111           |250603
    3|154058| 39| 65|205|4114           |250603
    6|154058| 39| 65|205|4117           |250603
  134|164045| 39| 69|201|55421          |250603
 1296|164045| 39| 69|201|55425          |250603
 1296|164045| 40| 73|111|55426          |250603
  238|164045| 27| 73|156|55612          |250603
  238|164045| 39| 69|201|55613          |250603
   94|164045| 39| 69|201|55614          |250603
   94|164045| 40| 73|111|55615          |250603
  457|164045| 27| 73|156|55616          |250603
  457|164045| 40| 72|111|55617          |250603
 6114|164045| 27| 73|156|55623          |250603
 6114|164045| 39| 69|201|55624          |250603
 6127|164045| 39| 69|201|55628          |250603
 1296|164045| 27| 73|156|55638          |250603
 5311|164045| 27| 73|156|55640          |250603
 6127|164045| 27| 73|156|55641          |250603
 5311|164045| 27| 73|156|55645          |250603
   94|164045| 40| 72|111|55647          |250603
   94|164045| 40| 72|111|55650          |250603
 1296|164045| 27| 73|156|55788          |250603
   94|164045| 27| 73|156|55789          |250603
 6114|164045| 39| 69|201|55793          |250603
 1296|164045| 39| 69|201|55796          |250603
   94|164045| 39| 69|201|55799          |250603
   94|164045| 40| 72|111|55806          |250603
   94|164045| 40| 72|111|55807          |250603
 6114|164045| 27| 73|156|55808          |250603
   94|164045| 27| 73|156|55810          |250603
 4535|164188|501| 60| 43|64661          |250603
  245|184054| 47| 74|  2|25050501       |250603
  245|184054| 47| 71| 29|25050489       |250603
  245|184054| 47| 74| 29|25050940       |250603
    3|184054| 47| 74| 29|25050788       |250603
  245|184054| 47| 74| 29|25050839       |250603
  245|184054| 47| 74| 29|25050840       |250603
  245|184054| 47| 74| 29|25050841       |250603
   94|184054| 27| 71|173|25050880       |250603
  277|184054| 47| 74|  2|25020151       |250603
  245|184054| 47| 75| 47|25050951       |250603
 1132|184055| 40| 73| 21|0282248        |250603
    1|184055| 40| 73| 21|0282268        |250603
    6|184055| 40| 73| 83|0281557        |250603
 6113|184055| 40| 73| 83|0281559        |250603
   50|194072| 47| 74| 34|1480132        |250603
   50|194072| 47| 74| 34|1480133        |250603
   50|194072| 47| 74| 34|1480134        |250603
   50|194072| 47| 74| 34|1480131        |250603
   94|194078| 70| 66|  5|280525022451   |250603
  274|194078| 70| 66|  5|280525022468   |250603
  238|194078| 70| 66|  5|280525022474   |250603
  457|194078| 70| 66|  5|280525022486   |250603
 1296|194078| 70| 66|  5|280525022510   |250603
  353|194078| 70| 66|  5|280525023670   |250603
 2553|194078| 70| 66|  5|280525023672   |250603
   50|194095| 40| 73| 16|142844         |250603
   50|194095| 39| 65| 24|142929         |250603
  149|194095| 39| 65| 24|142930         |250603
  149|194095| 39| 65| 24|142962         |250603
   50|194095| 39| 65| 24|142946         |250603
   50|194095| 39| 65| 24|142961         |250603
   50|194095| 39| 65| 24|144757         |250603
  149|194095| 39| 65| 24|144758         |250603
   50|194095| 39| 65| 24|144776         |250603
  149|194095| 39| 65| 24|144777         |250603
  120|194419| 57| 61| 17|7147914        |250603
 6118|194419| 57| 61| 17|7147915        |250603
 5305|194419| 57| 61| 14|7147984        |250603
 6122|194419| 57| 61| 14|7148005        |250603
 6116|194419| 57| 61| 14|7148030        |250603
 6116|194419| 57| 61| 14|7148032        |250603
 5039|194419| 57| 61| 17|7148100        |250603
 6116|194419| 57| 61| 17|7148114        |250603
  353|194419| 57| 61| 17|7148121        |250603
 6122|194419| 57| 61| 17|7148132        |250603
 6116|194419| 57| 61| 14|7148175        |250603
  238|194419| 57| 61| 14|7148218        |250603
 6122|194419| 57| 61| 14|7148226        |250603
   32|204193| 48| 78| 76|20018281       |250603
 4535|204193| 48| 78| 76|20018283       |250603
 4534|204214| 56| 63| 43|447687         |250603
 4534|204214| 56| 68| 43|451177         |250603
 4534|204214| 56| 63| 43|452344         |250603
 4534|204214| 56| 63| 43|454406         |250603
 4534|204214| 56| 63| 43|455261         |250603
 4534|204214| 56| 63| 43|455441         |250603
 4534|204214| 56| 63| 43|455442         |250603
 4534|204214| 56| 63| 43|456263         |250603
 4534|204214| 56| 63| 43|461152         |250603
 4534|204214| 56| 63| 43|461153         |250603
 4534|204214| 56| 63| 43|461154         |250603
 4534|204214| 56| 68| 43|461155         |250603
 4534|204214| 56| 63| 43|461156         |250603
 4534|204214| 56| 63| 43|461157         |250603
 4534|204214| 56| 63| 43|461158         |250603
 4534|204214| 56| 68| 43|465546         |250603
 4534|204214| 56| 63| 43|465618         |250603
  353|204297| 63| 76| 53|7919670        |250603
 5305|204297| 63| 76| 53|7919673        |250603
 6116|204297| 63| 76| 53|7919692        |250603
 5039|204297| 63| 76| 53|7919731        |250603
 6116|204297| 63| 76| 53|7919838        |250603
 5039|204297| 63| 76| 53|7919873        |250603
  238|204297| 63| 76| 53|7919874        |250603
    1| 14259| 56| 63|  7|83232          |250603
    1| 14259| 56| 63|  7|83233          |250603
    1| 24017| 49| 77| 61|2737820        |250603
    1| 24017| 70| 66|102|2739053        |250603
    1| 24017| 48| 77| 61|2739191        |250603
    1| 24024| 41| 72| 10|117967         |250603
    1| 34090| 56| 65|  2|217179         |250603
    1| 34090| 56| 65|  2|217209         |250603
    1| 34100| 65| 60|242|112939         |250603
    1| 34100| 65| 60|242|113001         |250603
    1| 34117| 39| 65| 20|22300          |250603
    1| 34117| 39| 65| 21|22340          |250603
    1| 34117| 39| 71| 84|22385          |250603
    1| 34136| 56| 65| 25|84885          |250603
    1| 34136| 56| 65| 25|84886          |250603
    1| 34136| 56| 65| 25|84887          |250603
    1| 34136| 56| 65| 25|84888          |250603
    1| 34136| 56| 65| 25|84889          |250603
    1| 34161| 39| 65| 27|014282         |250603
    1| 34250| 48| 78| 85|20018465       |250603
    1| 44098| 48| 77| 65|708751         |250603
    1| 44098| 49| 77| 65|708753         |250603
    1| 44098| 51| 77| 69|708761         |250603
    1| 54006| 65| 65|296|073694         |250603
    1| 54158| 56| 68|  1|1033877        |250603
    1| 64008| 39| 69| 15|295119         |250603
    1| 64135| 57| 61| 21|00270658       |250603
    1| 64135| 57| 61| 21|00270726       |250603
    1| 64135| 57| 61| 21|00270740       |250603
    1| 64203| 27| 73|177|21342          |250603
    1| 94053| 62| 99| 35|108113         |250603
    1| 94061| 27| 73| 65|323802         |250603
    1|104009|501| 60| 22|000000044637   |250603
    1|104020| 47| 74| 11|24127          |250603
    1|114045|577| 92|258|67987          |250603
    1|134260| 56| 65|  6|34661          |250603
    1|134286| 47| 75| 77|41673          |250603
    1|134350| 70| 67|  1|10568          |250603
    1|154013| 51| 78|112|170385         |250603
    1|154013| 51| 78|111|170983         |250603
    1|154013| 51| 78|107|171029         |250603
    1|154061| 27| 71| 56|609850         |250603
    1|164140| 63| 76|  8|402806         |250603
    1|164140| 63| 76|  8|402818         |250603
    1|194020|501| 60| 25|10011822       |250603
    1|194020|501| 60| 25|10011823       |250603
    1|194095| 39| 65| 24|145875         |250603
    1|194095| 39| 65| 24|145876         |250603
    1|194191| 64| 72|242|18807          |250603
    1|194419| 57| 61| 14|7148212        |250603
    1|194460| 39| 65|148|1100           |250603
    1|194460| 39| 65|148|1109           |250603
    1|194460| 41| 72|  2|1145           |250603
    1|204137| 51| 77| 72|165183         |250603
    1|204171| 41| 71|  9|70026738       |250603
    1|204171| 41| 71|  9|70026780       |250603
    1|204195| 48| 78| 88|84922          |250603
    1|204195| 49| 78| 96|84944          |250603
    1|204214| 62| 99| 68|467908         |250603
    1|204214| 56| 63| 43|467982         |250603
    1|204214| 56| 63| 43|467983         |250603
    1|204214| 56| 63| 43|467984         |250603
    1|204297| 63| 76| 53|7919827        |250603
    1|214006| 39| 65| 36|571319         |250603
    1|214006| 39| 65| 36|571341         |250603
    1|234077| 40| 73| 38|20251222555    |250603
    1|234077| 39| 69| 24|20251222730    |250603
    1|234112| 56| 68|  9|7338000        |250603
    1|234114|577| 98|327|4062           |250603
    1|234114|577| 96|281|5111           |250603
    2| 14259| 56| 63|  7|83223          |250603
    2| 14259| 56| 63|  7|83234          |250603
    2| 14259| 56| 63|  7|83235          |250603
    2| 24017| 49| 77| 61|2737639        |250603
    2| 24024| 41| 72| 10|117968         |250603
    2| 34100| 65| 60|242|112941         |250603
    2| 34100| 65| 60|242|113003         |250603
    2| 34250| 48| 78| 85|20018467       |250603
    2| 44150| 56| 68|  2|443476         |250603
    2| 44150| 56| 68|  2|443689         |250603
    2| 44150| 56| 63|  2|443742         |250603
    2| 94053| 62| 99| 35|108132         |250603
    2|104009|501| 60| 22|000000044640   |250603
    2|134260| 56| 65|  6|34684          |250603
    2|134286| 47| 75| 77|41692          |250603
    2|154013| 51| 78|112|170412         |250603
    2|154013| 51| 78|110|170761         |250603
    2|154013| 51| 78|111|171007         |250603
    2|154013| 51| 78|107|171054         |250603
    2|164140| 63| 76|  8|402843         |250603
    2|194020|501| 60| 25|10020472       |250603
    2|194020|501| 60| 25|10020473       |250603
    2|194020|501| 60| 25|10020474       |250603
    2|194095| 40| 73| 16|145848         |250603
    2|194095| 39| 65| 24|145866         |250603
    2|194095| 39| 65| 24|145867         |250603
    2|194095| 39| 65| 24|145868         |250603
    2|194095| 39| 65| 24|145869         |250603
    2|194095| 39| 65| 24|145870         |250603
    2|194095| 39| 65| 24|145956         |250603
    2|194322| 27| 73| 42|486864         |250603
    2|194419| 57| 61| 14|7148180        |250603
    2|204214| 56| 63| 43|467873         |250603
    2|204214| 56| 63| 43|467874         |250603
    2|204297| 63| 76| 53|7919828        |250603
    2|204297| 63| 76| 53|7919831        |250603
    2|234077| 27| 73| 48|20251222401    |250603
    2|234077| 40| 73| 38|20251222559    |250603
    3| 14259| 56| 63|  7|85001          |250603
    3| 14259| 56| 63|  7|85002          |250603
    3| 14259| 56| 68|  7|85003          |250603
    3| 14259| 56| 68|  7|85004          |250603
    3| 14259| 56| 68|  7|85005          |250603
    3| 14259| 56| 63|  7|85006          |250603
    3| 14259| 56| 63|  7|85007          |250603
    3| 14259| 56| 63|  7|85008          |250603
    3| 14259| 56| 63|  7|85009          |250603
    3| 24017| 48| 77| 61|2738483        |250603
    3| 24017| 48| 77| 61|2738714        |250603
    3| 24017| 48| 77| 62|2739046        |250603
    3| 24017| 48| 77| 61|2739165        |250603
    3| 24017| 48| 77| 61|2739170        |250603
    3| 24024| 41| 72| 10|117969         |250603
    3| 34090| 56| 65|  2|217166         |250603
    3| 34090| 56| 65|  2|217195         |250603
    3| 34090| 56| 65|  2|217219         |250603
    3| 34090| 56| 65|  2|217220         |250603
    3| 34090| 56| 65|  2|217221         |250603
    3| 34090| 56| 65|  2|217222         |250603
    3| 34090| 56| 65|  2|217223         |250603
    3| 34090| 56| 65|  2|217224         |250603
    3| 34090| 56| 65|  8|217522         |250603
    3| 34100| 65| 60|242|112931         |250603
    3| 34100| 65| 60|242|112993         |250603
    3| 34117| 39| 65| 20|22298          |250603
    3| 34117| 39| 65| 21|22339          |250603
    3| 34117| 39| 65| 21|22369          |250603
    3| 34136| 56| 65| 25|84880          |250603
    3| 34136| 56| 65| 25|84881          |250603
    3| 34136| 56| 65| 25|84882          |250603
    3| 34136| 56| 65| 25|84883          |250603
    3| 34136| 56| 65| 25|84884          |250603
    3| 34161| 39| 65| 27|014292         |250603
    3| 34250| 48| 78| 85|20018457       |250603
    3| 44098| 51| 77| 69|708755         |250603
    3| 44098| 51| 77| 65|708756         |250603
    3| 44134| 51| 78| 77|90046608       |250603
    3| 44150| 56| 68|  2|443545         |250603
    3| 44150| 56| 63|100|445735         |250603
    3| 54078| 62| 97|  2|069537         |250603
    3| 54158| 62| 99| 29|1005411        |250603
    3| 54158| 62| 99| 29|1005434        |250603
    3| 64008| 39| 69| 15|295076         |250603
    3| 64135| 57| 61| 21|00270397       |250603
    3| 64135| 57| 61| 21|00270690       |250603
    3| 84104|507| 63| 33|63426          |250603
    3| 94053| 56| 63|  6|108154         |250603
    3| 94061| 39| 69| 29|323798         |250603
    3| 94061| 27| 71| 64|323799         |250603
    3| 94061| 27| 73| 65|323862         |250603
    3| 94061| 39| 69| 29|323873         |250603
    3| 94061| 27| 71| 64|323875         |250603
    3|104009|501| 60| 22|000000044639   |250603
    3|104020| 47| 74| 11|24139          |250603
    3|104104|501| 60| 14|80156          |250603
    3|114045|577| 92|258|67947          |250603
    3|114045|577| 92|258|67948          |250603
    3|134260| 56| 65|  6|34670          |250603
    3|134276| 64| 70|207|19776          |250603
    3|134276| 64| 70|207|19777          |250603
    3|134276| 64| 70|207|19778          |250603
    3|134276| 64| 70|207|19780          |250603
    3|134286| 47| 75| 77|41710          |250603
    3|134350| 70| 67|  1|10567          |250603
    3|134361| 70| 66|  9|5711           |250603
    3|134361| 70| 66|  9|5712           |250603
    3|154013| 51| 78|112|170392         |250603
    3|154013| 51| 78|111|170990         |250603
    3|154013| 51| 78|107|171036         |250603
    3|154061| 27| 71| 56|609851         |250603
    3|164140| 63| 76|  8|402850         |250603
    3|194020|501| 60| 25|10031935       |250603
    3|194020|501| 60| 25|10031937       |250603
    3|194020|501| 60| 25|10031938       |250603
    3|194020|501| 60| 25|10031939       |250603
    3|194020|501| 60| 25|10031940       |250603
    3|194072| 47| 74| 34|1480210        |250603
    3|194095| 27| 72| 20|145919         |250603
    3|194095| 27| 72| 20|145920         |250603
    3|194095| 27| 72| 20|145921         |250603
    3|194191| 64| 72|242|18814          |250603
    3|194215| 65| 65|295|30000349       |250603
    3|194322| 27| 73| 42|486868         |250603
    3|194358| 39| 65|129|40201          |250603
    3|194419| 57| 61| 14|7148191        |250603
    3|194449| 49| 75|143|000023         |250603
    3|194460| 41| 72|  2|1142           |250603
    3|204046|501| 60| 27|0006378        |250603
    3|204046|501| 60| 27|0006424        |250603
    3|204137| 51| 77| 72|165181         |250603
    3|204137| 51| 77| 99|165194         |250603
    3|204137| 51| 77| 99|165218         |250603
    3|204195| 48| 78| 88|84928          |250603
    3|204195| 49| 78| 96|84949          |250603
    3|204214| 56| 63| 43|467870         |250603
    3|204214| 56| 63| 43|467871         |250603
    3|204214| 56| 63| 43|467872         |250603
    3|204214| 62| 99| 68|467905         |250603
    3|204216| 56| 63| 98|116338         |250603
    3|204285| 41| 71|126|20975          |250603
    3|204297| 63| 76| 53|7919844        |250603
    3|214006| 39| 65| 36|571293         |250603
    3|234114|577| 98|327|4070           |250603
    3|234114|577| 96|281|5121           |250603
    5| 14259| 56| 63|  7|83224          |250603
    5| 24017| 51| 77| 62|2738701        |250603
    5| 24017| 48| 77| 61|2739186        |250603
    5| 34100| 65| 60|242|112935         |250603
    5| 34100| 65| 60|242|112997         |250603
    5| 34161| 39| 65| 27|014321         |250603
    5| 34250| 48| 78| 85|20018464       |250603
    5| 44048| 49| 75|  5|594518         |250603
    5| 44098| 49| 77| 65|708762         |250603
    5| 44098| 49| 77| 65|708789         |250603
    5| 44150| 56| 68|  2|443496         |250603
    5| 44150| 56| 63|  2|443623         |250603
    5| 44150| 56| 68|  2|443651         |250603
    5| 44150| 56| 68|  2|443696         |250603
    5| 44150| 56| 63|100|445738         |250603
    5| 54078| 62| 97|  2|069554         |250603
    5| 64008| 27| 73| 33|295045         |250603
    5| 64008| 27| 73| 33|295067         |250603
    5| 64008| 39| 69| 15|295118         |250603
    5| 64008| 39| 69| 15|295134         |250603
    5| 64008| 27| 73| 33|295182         |250603
    5| 64135| 57| 61| 21|00270455       |250603
    5| 94053| 56| 68|  6|108076         |250603
    5| 94053| 62| 99| 35|108140         |250603
    5| 94061| 39| 69| 29|323871         |250603
    5|104009|501| 60| 22|000000044677   |250603
    5|104020| 47| 74| 11|24153          |250603
    5|114045| 62| 96| 47|67937          |250603
    5|134260| 56| 65|  6|34694          |250603
    5|134286| 47| 75| 77|41674          |250603
    5|134286| 47| 74| 84|41725          |250603
    5|154013| 51| 78|112|170404         |250603
    5|154013| 51| 78|110|170753         |250603
    5|154013| 51| 78|140|170773         |250603
    5|154013| 51| 78|111|171000         |250603
    5|154013| 51| 78|107|171047         |250603
    5|154061| 27| 71| 56|609863         |250603
    5|164140| 63| 76|  8|402802         |250603
    5|194020|501| 60| 25|10051827       |250603
    5|194020|501| 60| 25|10051828       |250603
    5|194020|501| 60| 25|10051829       |250603
    5|194095| 39| 65| 24|145925         |250603
    5|194191| 64| 72|242|18831          |250603
    5|194322| 27| 73| 42|486767         |250603
    5|194322| 27| 73| 42|486866         |250603
    5|194419| 57| 61| 14|7148179        |250603
    5|194460| 41| 72|  2|1148           |250603
    5|204137| 51| 77| 99|165233         |250603
    5|204171| 41| 71|  9|70026755       |250603
    5|204171| 41| 71|  9|70026797       |250603
    5|204214| 62| 99| 68|467892         |250603
    5|204214| 56| 63| 43|467977         |250603
    5|214006| 39| 65| 36|571292         |250603
    5|234077| 40| 73| 38|20251222558    |250603
    5|234077| 27| 73| 48|20251222568    |250603
    5|234077| 40| 73| 38|20251222733    |250603
    5|234112| 56| 68|  9|7337985        |250603
    6| 14259| 56| 63|  7|83225          |250603
    6| 14259| 56| 63|  7|83226          |250603
    6| 24017| 49| 77| 68|2731483        |250603
    6| 24017| 49| 77| 61|2731574        |250603
    6| 24017| 48| 77| 61|2738567        |250603
    6| 24017| 48| 77| 68|2738588        |250603
    6| 24017| 48| 77| 68|2738670        |250603
    6| 24017| 51| 77| 62|2738673        |250603
    6| 24017| 65| 65|291|2739055        |250603
    6| 24017| 65| 65|291|2739141        |250603
    6| 24017|577| 96|324|2739146        |250603
    6| 24017|577| 96|324|2739148        |250603
    6| 24017|577| 96|324|2739149        |250603
    6| 34090| 56| 65|  2|217160         |250603
    6| 34090| 56| 65|  2|217189         |250603
    6| 34100| 65| 60|242|112927         |250603
    6| 34100| 65| 60|242|112989         |250603
    6| 34117| 39| 65| 20|22313          |250603
    6| 34117| 39| 65| 21|22349          |250603
    6| 34117| 39| 65| 21|22365          |250603
    6| 34117| 39| 71| 84|22378          |250603
    6| 34161| 39| 65| 27|014278         |250603
    6| 34250| 48| 78| 85|20018456       |250603
    6| 34266| 40| 72| 27|15041          |250603
    6| 44048| 49| 75|  5|594431         |250603
    6| 44048| 49| 75|  5|594484         |250603
    6| 44048| 49| 75|  5|594514         |250603
    6| 44048| 49| 75|  5|594522         |250603
    6| 44134| 51| 78| 77|90046670       |250603
    6| 44150| 56| 63|  2|443609         |250603
    6| 44150| 56| 68|  2|443610         |250603
    6| 44150| 56| 63|  2|443701         |250603
    6| 44150| 56| 63|  2|443702         |250603
    6| 44150| 56| 63|  2|443707         |250603
    6| 44150| 56| 63|100|445732         |250603
    6| 54078| 62| 97|  2|069536         |250603
    6| 54158| 56| 68|  1|1033925        |250603
    6| 54158| 56| 63|  1|1033928        |250603
    6| 54158| 62| 99| 29|1033943        |250603
    6| 54158| 62| 99| 29|1035398        |250603
    6| 54165| 39| 71| 18|1286           |250603
    6| 64008| 39| 69| 15|295152         |250603
    6| 64008| 27| 73| 33|295179         |250603
    6| 64135| 57| 61| 21|00270662       |250603
    6| 64135| 57| 61| 21|00270743       |250603
    6| 74004| 39| 71|  2|25100287       |250603
    6| 74154|501| 60| 12|25105624       |250603
    6| 74154|501| 60| 12|25105625       |250603
    6| 74154|501| 60| 12|25105626       |250603
    6| 74154|501| 60| 12|25105627       |250603
    6| 74154| 70| 66|  2|25105652       |250603
    6| 74154| 70| 66|  2|25105653       |250603
    6| 74154| 70| 66|  2|25105654       |250603
    6| 84104|507| 63| 33|63423          |250603
    6| 94061| 27| 71| 64|323801         |250603
    6| 94061| 27| 71| 64|323818         |250603
    6| 94061| 27| 73| 65|323855         |250603
    6|104009|501| 60| 22|000000044638   |250603
    6|104020| 47| 74| 11|24144          |250603
    6|104104|501| 60| 14|80154          |250603
    6|114045|577| 92|258|67952          |250603
    6|114045|577| 92|258|67953          |250603
    6|114110| 62| 96| 78|11535          |250603
    6|134260| 56| 65|  6|34679          |250603
    6|134276| 64| 70|207|19757          |250603
    6|134276| 64| 70|207|19761          |250603
    6|134286| 47| 75| 77|41658          |250603
    6|134350| 70| 67|  1|10498          |250603
    6|134350| 70| 67|  1|10603          |250603
    6|134350| 70| 67|  1|10605          |250603
    6|134361| 70| 66|  9|5716           |250603
    6|134361| 70| 66|  9|5717           |250603
    6|134361| 70| 66|  9|5718           |250603
    6|154013| 51| 78|112|170366         |250603
    6|154013| 51| 78|111|170549         |250603
    6|154013| 51| 78|140|170794         |250603
    6|154013| 51| 78|107|170795         |250603
    6|154013| 51| 78|110|170797         |250603
    6|154013| 51| 78|111|170974         |250603
    6|154013| 51| 78|107|171020         |250603
    6|154061| 27| 71| 56|609839         |250603
    6|154061| 27| 71| 56|609885         |250603
    6|164140| 63| 76|  8|402748         |250603
    6|164140| 63| 76|  8|402822         |250603
    6|194020|501| 60| 25|10062683       |250603
    6|194020|501| 60| 25|10062684       |250603
    6|194020|501| 60| 25|10062685       |250603
